tag,class,id,text,link,sentiment
p,,,"রাজনীতির অর্থ মানুষকে সেবা করা, জাতি গঠন করা। সব রাজনীতিবিদরা খারাপ নন। যদি ১ শতাংশ মানুষ খারাপ হন, তাহলে বাকি ৯৯ শতাংশ ভালো মানুষকে খারাপ বলা উচিত নয়। ছাত্র ও যুবরাই আমাদের দেশের ভবিষ্যৎ, এদিন মঞ্চ থেকে এই বার্তাই দেন নেত্রী।",,Neutral
p,,,নেত্রীর বক্তব্যের কিছু অংশ:,,Neutral
li,,,ছাত্র জীবন থেকেই আমার রাজনীতি শুরু,,Neutral
li,,,"যারা ছাত্রজীবন থেকে সংগ্রাম করে, তারা কখনো চোর হয় না, তারা মানুষের জন্য কাজ করে",,Neutral
li,,,আপনি কোন কোম্পানির হয়ে কাজ করতে পারেন অথবা কোন প্রতিষ্ঠান ও তৈরি করতে পারেন যার মাধ্যমে অনেক মানুষের কর্মসংস্থান হবে,,Neutral
li,,,বেশ কিছু রাজনীতিবিদ শিক্ষকদের নিয়োগ বিরুদ্ধে মামলা দায়ের করেছে এবং এখন কেন শিক্ষকরা চাকরি পাচ্ছেন না কাজ দাবী করছে,,Neutral
li,,,"বাম আমলে একটু বৃষ্টিতেই কলকাতায় সারাদিন জল জমে থাকত, এখন জল জমলে তা পাম্প করে তা নামিয়ে দেওয়া হয়",,Neutral
li,,,মানুষের সেবা করাই আমার কাজ। আমি তাই করব,,Neutral
li,,,ছাত্র-ছাত্রীদের অসীম দায়িত্ব। আমি বাংলার ছাত্রছাত্রীদের অনুরোধ করব তারা যেন তাদের রাজ্যকে ভুলে না যান,,Neutral
li,,,"আমরা মাল্টি সুপার স্পেশালটি হসপিটাল তৈরি করছি, সেখানে আমাদের অনেক ডাক্তার প্রয়োজন",,Neutral
li,,,কেন্দ্রের উচিত মেডিকেলের আসন সংখ্যা বৃদ্ধি করা। এতে সব রাজ্যই উপকৃত হবে,,Neutral
li,,,কেন্দ্র আমাদের টাকা দেওয়া বন্ধ করে দিয়েছে। ১০০ দিনের কাজে আমাদের ১৭০০ কোটি টাকা বকেয়া রেখেছে,,Neutral
li,,,"আইসিডিএস এর ৯০% টাকা দেওয়ার কথা কেন্দ্রের, এখন তারা ১০% টাকা দিচ্ছে",,Neutral
li,,,"কেন্দ্র চায় রাজ্য অধিকাংশ প্রকল্পের ৪০-৫০% টাকা দিক, কিন্তু সব প্রকল্পের নাম প্রধানমন্ত্রীর নামে",,Neutral
li,,,সারা দেশে ‘বেটি বাঁচাও বেটি পড়াও’ প্রকল্পে কেন্দ্রের বরাদ্দ ১০০ কোটি আর কন্যাশ্রী প্রকল্পে আমাদের বরাদ্দ অর্থ ১০০০ কোটি টাকা,,Neutral
li,,,আধার কার্ড বাধ্যতামূলক করতে চায় কেন্দ্র। কিন্তু ওরা এখনোও রেজিস্ট্রেশন প্রক্রিয়াই সম্পূর্ণ করেনি,,Neutral
li,,,যে সব উন্নয়নমূলক প্রকল্পের টাকা দেওয়া বন্ধ করে দিয়েছে সেই টাকা দিয়ে কি নরেন্দ্র মোদী নিজের পোশাক কিনছেন,,Neutral
li,,,ওরা দেশটাকে ধ্বংস করে দিচ্ছে,,Neutral
li,,,দিল্লির বাবুদের একথা ভুলে গেলে চলবে না রাজ্যের সরকার জনগণ দ্বারা নির্বাচিত হয়েছে,,Neutral
li,,,"নারায়ণী সেনাকে প্রশিক্ষণ দিচ্ছে বি এস এফ। কেউ কেউ আবার তা সমর্থন করছে, কি অহংকার",,Neutral
li,,,ওরা জনগণনা ভুলে গিয়ে গরুগণনা করছে,,Neutral
li,,,সুপ্রিম কোর্ট বলেছে আধার কার্ড বাধ্যতামূলক করা যাবে না। কিন্তু কেন্দ্র স্কলারশিপ ও পেনশনের টাকা দেওয়া বন্ধ করে দিয়েছে,,Neutral
li,,,গণতন্ত্রে মানুষই শেষ কথা বলে,,Neutral
li,,,১০০% রেজিস্ট্রেশন সম্পূর্ণ না হওয়া পর্যন্ত আধার কার্ড বাধ্যতামূলক করা উচিত নয় কেন্দ্রের,,Neutral
li,,,কেন্দ্র স্কলারশিপ দেওয়া বন্ধ করে দিলে ছাত্র সংগঠন তার প্রতিবাদ করবে,,Neutral
li,,,"আমাদের অ্যায় ৪০০০০ কোটি টাকা কিন্তু সিপিএমের দেনায় দায় দায় আমরা বহন করছি, তাই ঋণ দিতে হচ্ছে ৫০০০০ কোটি টাকা",,Neutral
li,,,কেন্দ্র হস্তক্ষেপ করা বন্ধ না করলে এবং তিন মাসের মধ্যে সমস্যার সমাধান না করলে আমরা রাস্তায় নামব,,Neutral
li,,,দলিত ও সংখ্যালঘুদের ওপর অত্যাচারের বিরুদ্ধে আমরা,,Neutral
li,,,কংগ্রেস প্রতিবাদের ভাষা ভুলে গেছে,,Neutral
li,,,"কেন্দ্রে যখন কংগ্রেস ক্ষমতায় ছিল, তখন রাজ্যে ক্ষমতায় ছিল সিপিএম, কেউ কোন কাজ করেনি",,Neutral
li,,,তৃণমূল বনধকে সমর্থন করে না। আমরা শ্রমিকদের সঙ্গে সব রকম আলোচনা করতে রাজি আছি,,Neutral
li,,,বনধএর নামে দাদাগিরি তে বিশ্বাসী সিপিএম,,Neutral
li,,,"বাংলায় বনধ তৃণমূল বরদাস্ত করবে না, আমরা শান্তিপূর্ণ ভাবে সব খোলা রাখব",,Neutral
li,,,বনধে যেসব ক্ষতি হবে তার ক্ষতিপূরণ সরকার দেবে। জোর করে বনধ করলে আমরা কঠোর ব্যবস্থা নেব,,Neutral
li,,,"বিরোধীদের শুধু টিভিতেই দেখা যায়। যদি প্রেস ওদের মিছিলে যাওয়া বন্ধ করে দেয়, ওরা মিছিল করা বন্ধ করে দেবে",,Neutral
li,,,"৪৬ টি নতুন কলেজ, ৩০০টি আই টি আই ও পলিটেকনিক কলেজ তৈরি হচ্ছে",,Neutral
li,,,প্রতি বছর ১২ লক্ষ যুবক-যুবতীদের আমরা স্কিল ডেভেলপমেন্ট প্রশিক্ষণ দিচ্ছি,,Neutral
li,,,যারা নিজেদের বিজনেস খুলতে চায় তাদের জন্য অনলাইন ব্যবস্থা করে দিয়েছি,,Neutral
li,,,এবার থেকে যুবকল্যাণ দপ্তর ছাত্র কল্যাণ ও দেখবে,,Neutral
li,,,সরকারের সব সচেতনতামূলক প্রচারে ছাত্রদের সামিল হওয়া উচিত,,Neutral
li,,,সাংস্কৃতিক কারণে আমরা রাজ্যের নাম পরিবর্তন করতে চাই,,Neutral
li,,,নতুন নাম কি হওয়া উচিত? বঙ্গ না বাংলা? মমতা বন্দ্যোপাধ্যায়ের প্রশ্ন। জনতার উত্তর – ‘বাংলা’,,Neutral
li,,,বাংলা হবে বিশ্ব সেরা,,Neutral
span,cat-links,,Posted in AITC,,Neutral
span,tags-links,,"Tagged AITC, All India Trinamool Congress, Bengal, Mamata, Mamata Banerjee, TMC, TMCP, Trinamool, Trinamool Chhatra Parishad, Trinamool Congress, West Bengal",,Neutral
a,,,All India Trinamool Congress,https://aitcofficial.org/tag/all-india-trinamool-congress/,Neutral
a,,,Mamata Banerjee,https://aitcofficial.org/tag/mamata-banerjee/,Neutral
a,,,Trinamool Chhatra Parishad,https://aitcofficial.org/tag/trinamool-chhatra-parishad/,Neutral
a,,,Trinamool Congress,https://aitcofficial.org/tag/trinamool-congress/,Neutral
a,,,West Bengal,https://aitcofficial.org/tag/west-bengal/,Neutral
article,post-35902 post type-post status-publish format-standard has-post-thumbnail hentry category-aitc category-didi-direct-public-rally tag-cpim tag-cpm tag-mamata tag-mamata-banerjee tag-mayo-road tag-politics tag-students-2 tag-tmcp tag-trinamool-chhatra-parishad tag-west-bengal,post-35902,"Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee Posted on August 28, 2015 | by admin2 | Leave a Comment on Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee Trinamool Chairperson Ms Mamata Banerjee today slammed the violence in the name of protests by CPI(M) in Kolkata during their Nabanna Abhiyan. She was speaking at the Trinamool Chhatra Parishad Foundation Day rally. She remarked that CPI(M) will not come to power in Bengal in 3016, let alone 2016. “Those who were engaged in vandalism and violence yesterday should see today’s rally and learn discipline. Protests do not mean goondagiri. We have also protested when we were in Opposition. We never resorted to violence,” she said. “The people have rejected the CPM. There is no bigger judge in democracy than the people. We do not support the culture of bandhs. We believe in good governance,” she added. She praised the police for showing extreme restraint although they were beaten with bricks and sticks. She challenged the CPI(M) to fight politically instead of using violence. “Challenge us with work, culture and duty, we will accept it. We do not believe in vandalism,” she said. “Have they forgotten how they used to torture Opposition activists? How many times police fired on Opposition rallies? During Singur, they wanted to ensure lone TMC MP is eliminated. Today we have 46 MPs in Parliament,” Didi said. She said people have rejected the archaic politics of disruption and terror. “Why did they not create jobs for students and youth for 34 years,” she demanded to know. Posted in AITC, Didi Direct Event | Tagged CPI(M), CPM, Mamata, Mamata Banerjee, Mayo Road, politics, students, TMCP, Trinamool Chhatra Parishad, West Bengal",,Positive
h2,entry-title,,"Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee",,Neutral
a,,,"Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee",https://aitcofficial.org/aitc/forget-2016-cpim-will-not-come-to-power-even-in-3016-mamata-banerjee/,Neutral
div,entry-meta,,"Posted on August 28, 2015 | by admin2 | Leave a Comment on Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee",,Neutral
span,posted-on,,"Posted on August 28, 2015",,Neutral
a,,,"August 28, 2015",https://aitcofficial.org/aitc/forget-2016-cpim-will-not-come-to-power-even-in-3016-mamata-banerjee/,Neutral
span,comments-link,,"Leave a Comment on Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee",,Neutral
a,,,"Leave a Comment on Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee",https://aitcofficial.org/aitc/forget-2016-cpim-will-not-come-to-power-even-in-3016-mamata-banerjee/#respond,Neutral
span,screen-reader-text,,"on Forget 2016, CPI(M) will not come to power even in 3016: Mamata Banerjee",,Neutral
div,entry-content,,"Trinamool Chairperson Ms Mamata Banerjee today slammed the violence in the name of protests by CPI(M) in Kolkata during their Nabanna Abhiyan. She was speaking at the Trinamool Chhatra Parishad Foundation Day rally. She remarked that CPI(M) will not come to power in Bengal in 3016, let alone 2016. “Those who were engaged in vandalism and violence yesterday should see today’s rally and learn discipline. Protests do not mean goondagiri. We have also protested when we were in Opposition. We never resorted to violence,” she said. “The people have rejected the CPM. There is no bigger judge in democracy than the people. We do not support the culture of bandhs. We believe in good governance,” she added. She praised the police for showing extreme restraint although they were beaten with bricks and sticks. She challenged the CPI(M) to fight politically instead of using violence. “Challenge us with work, culture and duty, we will accept it. We do not believe in vandalism,” she said. “Have they forgotten how they used to torture Opposition activists? How many times police fired on Opposition rallies? During Singur, they wanted to ensure lone TMC MP is eliminated. Today we have 46 MPs in Parliament,” Didi said. She said people have rejected the archaic politics of disruption and terror. “Why did they not create jobs for students and youth for 34 years,” she demanded to know.",,Positive
p,,,Trinamool Chairperson Ms Mamata Banerjee today slammed the violence in the name of protests by CPI(M) in Kolkata during their Nabanna Abhiyan. She was speaking at the Trinamool Chhatra Parishad Foundation Day rally.,,Neutral
p,,,"She remarked that CPI(M) will not come to power in Bengal in 3016, let alone 2016.",,Neutral
p,,,"“Those who were engaged in vandalism and violence yesterday should see today’s rally and learn discipline. Protests do not mean goondagiri. We have also protested when we were in Opposition. We never resorted to violence,” she said.",,Positive
p,,,"“The people have rejected the CPM. There is no bigger judge in democracy than the people. We do not support the culture of bandhs. We believe in good governance,” she added.",,Positive
p,,,She praised the police for showing extreme restraint although they were beaten with bricks and sticks. She challenged the CPI(M) to fight politically instead of using violence.,,Neutral
p,,,"“Challenge us with work, culture and duty, we will accept it. We do not believe in vandalism,” she said.",,Neutral
p,,,"“Have they forgotten how they used to torture Opposition activists? How many times police fired on Opposition rallies? During Singur, they wanted to ensure lone TMC MP is eliminated. Today we have 46 MPs in Parliament,” Didi said.",,Positive
p,,,"She said people have rejected the archaic politics of disruption and terror. “Why did they not create jobs for students and youth for 34 years,” she demanded to know.",,Neutral
span,cat-links,,"Posted in AITC, Didi Direct Event",,Neutral
a,,,Didi Direct Event,https://aitcofficial.org/category/aitc/didi-direct-public-rally/,Neutral
span,tags-links,,"Tagged CPI(M), CPM, Mamata, Mamata Banerjee, Mayo Road, politics, students, TMCP, Trinamool Chhatra Parishad, West Bengal",,Neutral
a,,,Mamata Banerjee,https://aitcofficial.org/tag/mamata-banerjee/,Neutral
a,,,Trinamool Chhatra Parishad,https://aitcofficial.org/tag/trinamool-chhatra-parishad/,Neutral
a,,,West Bengal,https://aitcofficial.org/tag/west-bengal/,Neutral
article,post-35883 post type-post status-publish format-standard has-post-thumbnail hentry category-aitc tag-mamata tag-mamata-banerjee tag-mayo-road tag-students-2 tag-tmcp tag-trinamool-chhatra-parishad tag-west-bengal,post-35883,"New generation of leaders must emerge from students: Mamata Banerjee Posted on August 28, 2015 | by admin2 | Leave a Comment on New generation of leaders must emerge from students: Mamata Banerjee Trinamool Congress Chairperson Ms Mamata Banerjee today addressed the young party activists belonging to Trinamool Chhatra Parishad at a rally held near the Gandhi statue on Mayo Road in Kolkata. Every year a rally is held at this venue to commemorate the foundation day of the students’ wing of the party – Trinamool Chhatra Parishad. Lakhs of students owing allegiance to Trinamool Congress Chhatra Parishad in different colleges across the State took part in this programme to take guidance from the senior leadership of the party. “I am proud that I entered politics through student activism. I want a new generation of leaders to emerge from you. নতুন প্রজন্ম ধরো হাল ভারতের ঘরে ঘরে” she said while addressing the students. Mamata Banerjee reiterated that discipline was the key for student activists. She said: “We are pro-democracy. We will support democratic protests. We will not support those who try to incite violence.” “Being a political activist does not mean you will engage in violence. TMCP activists must be beacons of culture and discipline,” she added. “Short term political activism is of no value. Join politics if you are serious about long-term goals,” she advised the young activists. Stressing on the importance of respecting elders, the Chairperson said: I do not support those who disrespect teachers and hurt the Maa Mati Manush. Students must respect their teachers. If you do not show respect to elders now, you will not get respect in future.” Posted in AITC | Tagged Mamata, Mamata Banerjee, Mayo Road, students, TMCP, Trinamool Chhatra Parishad, West Bengal",,Neutral
h2,entry-title,,New generation of leaders must emerge from students: Mamata Banerjee,,Positive
a,,,New generation of leaders must emerge from students: Mamata Banerjee,https://aitcofficial.org/aitc/tmcp-foundation-day-mamata-banerjee-to-address-historic-students-rally-today/,Positive
div,entry-meta,,"Posted on August 28, 2015 | by admin2 | Leave a Comment on New generation of leaders must emerge from students: Mamata Banerjee",,Positive
span,posted-on,,"Posted on August 28, 2015",,Neutral
a,,,"August 28, 2015",https://aitcofficial.org/aitc/tmcp-foundation-day-mamata-banerjee-to-address-historic-students-rally-today/,Neutral
span,comments-link,,Leave a Comment on New generation of leaders must emerge from students: Mamata Banerjee,,Positive
a,,,Leave a Comment on New generation of leaders must emerge from students: Mamata Banerjee,https://aitcofficial.org/aitc/tmcp-foundation-day-mamata-banerjee-to-address-historic-students-rally-today/#respond,Positive
span,screen-reader-text,,on New generation of leaders must emerge from students: Mamata Banerjee,,Positive
div,entry-content,,"Trinamool Congress Chairperson Ms Mamata Banerjee today addressed the young party activists belonging to Trinamool Chhatra Parishad at a rally held near the Gandhi statue on Mayo Road in Kolkata. Every year a rally is held at this venue to commemorate the foundation day of the students’ wing of the party – Trinamool Chhatra Parishad. Lakhs of students owing allegiance to Trinamool Congress Chhatra Parishad in different colleges across the State took part in this programme to take guidance from the senior leadership of the party. “I am proud that I entered politics through student activism. I want a new generation of leaders to emerge from you. নতুন প্রজন্ম ধরো হাল ভারতের ঘরে ঘরে” she said while addressing the students. Mamata Banerjee reiterated that discipline was the key for student activists. She said: “We are pro-democracy. We will support democratic protests. We will not support those who try to incite violence.” “Being a political activist does not mean you will engage in violence. TMCP activists must be beacons of culture and discipline,” she added. “Short term political activism is of no value. Join politics if you are serious about long-term goals,” she advised the young activists. Stressing on the importance of respecting elders, the Chairperson said: I do not support those who disrespect teachers and hurt the Maa Mati Manush. Students must respect their teachers. If you do not show respect to elders now, you will not get respect in future.”",,Neutral
p,,,Trinamool Congress Chairperson Ms Mamata Banerjee today addressed the young party activists belonging to Trinamool Chhatra Parishad at a rally held near the Gandhi statue on Mayo Road in Kolkata.,,Neutral
p,,,Every year a rally is held at this venue to commemorate the foundation day of the students’ wing of the party – Trinamool Chhatra Parishad.,,Neutral
p,,,Lakhs of students owing allegiance to Trinamool Congress Chhatra Parishad in different colleges across the State took part in this programme to take guidance from the senior leadership of the party.,,Neutral
p,,,“I am proud that I entered politics through student activism. I want a new generation of leaders to emerge from you. নতুন প্রজন্ম ধরো হাল ভারতের ঘরে ঘরে” she said while addressing the students.,,Positive
p,,,Mamata Banerjee reiterated that discipline was the key for student activists. She said: “We are pro-democracy. We will support democratic protests. We will not support those who try to incite violence.”,,Neutral
p,,,"“Being a political activist does not mean you will engage in violence. TMCP activists must be beacons of culture and discipline,” she added.",,Neutral
p,,,"“Short term political activism is of no value. Join politics if you are serious about long-term goals,” she advised the young activists.",,Neutral
p,,,"Stressing on the importance of respecting elders, the Chairperson said: I do not support those who disrespect teachers and hurt the Maa Mati Manush. Students must respect their teachers. If you do not show respect to elders now, you will not get respect in future.”",,Neutral
span,cat-links,,Posted in AITC,,Neutral
span,tags-links,,"Tagged Mamata, Mamata Banerjee, Mayo Road, students, TMCP, Trinamool Chhatra Parishad, West Bengal",,Neutral
a,,,Mamata Banerjee,https://aitcofficial.org/tag/mamata-banerjee/,Neutral
a,,,Trinamool Chhatra Parishad,https://aitcofficial.org/tag/trinamool-chhatra-parishad/,Neutral
a,,,West Bengal,https://aitcofficial.org/tag/west-bengal/,Neutral
article,post-35207 post type-post status-publish format-standard has-post-thumbnail hentry category-aitc tag-aitc tag-all-india-trinamool-congress tag-foundation-day tag-kolkata tag-mamata-banerjee tag-rally tag-students-2 tag-tmc tag-tmcp tag-trinamool tag-trinamool-chhatra-parishad tag-trinamool-congress,post-35207,"Trinamool Chhatra Parishad gears up for August 28 rally Posted on August 5, 2015 | by admin2 | Leave a Comment on Trinamool Chhatra Parishad gears up for August 28 rally Trinamool Congress All India General Secretary Subrata Bakshi chaired a meeting with the leaders of the Trinamool Chhatra Parishad (TMCP) on Tuesday to discuss the organizing of the students rally on August 28, marking the foundation day of TMCP. The August 28 TMCP foundation day rally is held at Rani Rashmoni Road and this year too, Trinamool Chairperson Ms Mamata Banerjee will address the rally. The party General Secretary said that there are reports of problems regarding college admission as well as hooliganism, which is hampering the clean image of Trinamool Congress. He stated that at any given circumstance the party will go against the disciplinary measures of the educational campuses. He reiterated that the State Assembly Elections being round the corner, the student activists should become more responsible and careful so that at no point, the image of the party is hampered. Veteran Student leader and MLA Tapas Roy along with senior leaders like Baishanwar Chatterjee, Shankudeb Panda and the TMCP State President Ashok Rudra were present at the meeting. It was decided that TMCP will conduct rallies in the districts to make the 28 August rally a successful one. Posted in AITC | Tagged AITC, All India Trinamool Congress, Foundation Day, Kolkata, Mamata Banerjee, rally, students, TMC, TMCP, Trinamool, Trinamool Chhatra Parishad, Trinamool Congress",,Positive
h2,entry-title,,Trinamool Chhatra Parishad gears up for August 28 rally,,Neutral
a,,,Trinamool Chhatra Parishad gears up for August 28 rally,https://aitcofficial.org/aitc/trinamool-chhatra-parishad-gears-up-for-august-28-rally/,Neutral
div,entry-meta,,"Posted on August 5, 2015 | by admin2 | Leave a Comment on Trinamool Chhatra Parishad gears up for August 28 rally",,Neutral
span,posted-on,,"Posted on August 5, 2015",,Neutral
a,,,"August 5, 2015",https://aitcofficial.org/aitc/trinamool-chhatra-parishad-gears-up-for-august-28-rally/,Neutral
span,comments-link,,Leave a Comment on Trinamool Chhatra Parishad gears up for August 28 rally,,Neutral
a,,,Leave a Comment on Trinamool Chhatra Parishad gears up for August 28 rally,https://aitcofficial.org/aitc/trinamool-chhatra-parishad-gears-up-for-august-28-rally/#respond,Neutral
span,screen-reader-text,,on Trinamool Chhatra Parishad gears up for August 28 rally,,Neutral
div,entry-content,,"Trinamool Congress All India General Secretary Subrata Bakshi chaired a meeting with the leaders of the Trinamool Chhatra Parishad (TMCP) on Tuesday to discuss the organizing of the students rally on August 28, marking the foundation day of TMCP. The August 28 TMCP foundation day rally is held at Rani Rashmoni Road and this year too, Trinamool Chairperson Ms Mamata Banerjee will address the rally. The party General Secretary said that there are reports of problems regarding college admission as well as hooliganism, which is hampering the clean image of Trinamool Congress. He stated that at any given circumstance the party will go against the disciplinary measures of the educational campuses. He reiterated that the State Assembly Elections being round the corner, the student activists should become more responsible and careful so that at no point, the image of the party is hampered. Veteran Student leader and MLA Tapas Roy along with senior leaders like Baishanwar Chatterjee, Shankudeb Panda and the TMCP State President Ashok Rudra were present at the meeting. It was decided that TMCP will conduct rallies in the districts to make the 28 August rally a successful one.",,Positive
p,,,"Trinamool Congress All India General Secretary Subrata Bakshi chaired a meeting with the leaders of the Trinamool Chhatra Parishad (TMCP) on Tuesday to discuss the organizing of the students rally on August 28, marking the foundation day of TMCP.",,Neutral
p,,,"The August 28 TMCP foundation day rally is held at Rani Rashmoni Road and this year too, Trinamool Chairperson Ms Mamata Banerjee will address the rally.",,Neutral
p,,,"The party General Secretary said that there are reports of problems regarding college admission as well as hooliganism, which is hampering the clean image of Trinamool Congress. He stated that at any given circumstance the party will go against the disciplinary measures of the educational campuses.",,Positive
p,,,"He reiterated that the State Assembly Elections being round the corner, the student activists should become more responsible and careful so that at no point, the image of the party is hampered.",,Neutral
p,,,"Veteran Student leader and MLA Tapas Roy along with senior leaders like Baishanwar Chatterjee, Shankudeb Panda and the TMCP State President Ashok Rudra were present at the meeting.",,Neutral
p,,,It was decided that TMCP will conduct rallies in the districts to make the 28 August rally a successful one.,,Positive
span,cat-links,,Posted in AITC,,Neutral
span,tags-links,,"Tagged AITC, All India Trinamool Congress, Foundation Day, Kolkata, Mamata Banerjee, rally, students, TMC, TMCP, Trinamool, Trinamool Chhatra Parishad, Trinamool Congress",,Neutral
a,,,All India Trinamool Congress,https://aitcofficial.org/tag/all-india-trinamool-congress/,Neutral
a,,,Foundation Day,https://aitcofficial.org/tag/foundation-day/,Neutral
a,,,Mamata Banerjee,https://aitcofficial.org/tag/mamata-banerjee/,Neutral
a,,,Trinamool Chhatra Parishad,https://aitcofficial.org/tag/trinamool-chhatra-parishad/,Neutral
a,,,Trinamool Congress,https://aitcofficial.org/tag/trinamool-congress/,Neutral
article,post-32229 post type-post status-publish format-standard has-post-thumbnail hentry category-aitc category-didi-direct-public-rally tag-aitc tag-aitc-chairperson tag-all-india-trinamool-congress tag-chairperson tag-college tag-dedication tag-determination tag-devotion tag-students-2 tag-students-union tag-tmcp tag-trinamool-congress tag-trinamool-congress-chhatra-parishad,post-32229,"Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination Posted on May 15, 2015 | by admin2 | Leave a Comment on Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination Trinamool Congress Chairperson Ms Mamata Banerjee today addressed the young party activists belonging to Trinamool Chhatra Parishad at a workshop held at Netaji Indoor Stadium, Kolkata. The Chairperson asked students not to be depressed or upset and follow the 3 D’s for success: Dedication, Devotion, Determination. She said the huge turnout for the workshop today was an inspiration for her. Class Representatives (CR) owing allegiance to Trinamool Congress Chhatra Parishad in different colleges across the State took part in this programme to take guidance from the senior leadership of the party. Speaking on the occasion, the Chairperson was immersed in nostalgia. “I feel proud to say my initiation in politics was with student activism. Our political career started from grassroots,” she said. She urged students to work for the people and always be by their side. Criticising a section of the media for hyping small incidents, she said people have not forgotten the horrors of CPM rule in Netai, Khejuri, Nandigram or Keshpur. “We have to defeat CPM-BJP-Congress in the Assembly Elections,” she told the TMCP activists. She made it clear their ideology was supreme in Trinamool. “We withdrew support to the Centre when their policies became anti-people,” she added. She also said that a database of TMCP activists in Bengal would be built. Speaking of the development in Bengal in the last four years, the Chairperson said her government had set up 13 colleges in the last four years while Left Front set up only two in 34 years. “There were 31 colleges in Bengal till 2011. In four years we have set up 45 new colleges. There were only 1300 medical seats in Bengal till 2011. We have taken the number up to 2700 in just four years,” she added. She also highlighted the success of Kanyashree while promising that 40 lakh girl students would receive cycles in the coming months. She also took pride in the fact that treatment for cancer, cardiac ailments and Thalassemia is free in the State. Posted in AITC, Didi Direct Event | Tagged AITC, aitc chairperson, All India Trinamool Congress, Chairperson, college, Dedication, Determination, Devotion, students, students’ union, TMCP, Trinamool Congress, Trinamool Congress Chhatra Parishad",,Positive
h2,entry-title,,"Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination",,Positive
a,,,"Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination",https://aitcofficial.org/aitc/mamata-banerjees-3-d-mantra-for-success-dedication-devotion-determination/,Positive
div,entry-meta,,"Posted on May 15, 2015 | by admin2 | Leave a Comment on Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination",,Positive
span,posted-on,,"Posted on May 15, 2015",,Neutral
a,,,"May 15, 2015",https://aitcofficial.org/aitc/mamata-banerjees-3-d-mantra-for-success-dedication-devotion-determination/,Neutral
span,comments-link,,"Leave a Comment on Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination",,Positive
a,,,"Leave a Comment on Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination",https://aitcofficial.org/aitc/mamata-banerjees-3-d-mantra-for-success-dedication-devotion-determination/#respond,Positive
span,screen-reader-text,,"on Mamata Banerjee’s 3 D mantra for success: Dedication, Devotion, Determination",,Positive
div,entry-content,,"Trinamool Congress Chairperson Ms Mamata Banerjee today addressed the young party activists belonging to Trinamool Chhatra Parishad at a workshop held at Netaji Indoor Stadium, Kolkata. The Chairperson asked students not to be depressed or upset and follow the 3 D’s for success: Dedication, Devotion, Determination. She said the huge turnout for the workshop today was an inspiration for her. Class Representatives (CR) owing allegiance to Trinamool Congress Chhatra Parishad in different colleges across the State took part in this programme to take guidance from the senior leadership of the party. Speaking on the occasion, the Chairperson was immersed in nostalgia. “I feel proud to say my initiation in politics was with student activism. Our political career started from grassroots,” she said. She urged students to work for the people and always be by their side. Criticising a section of the media for hyping small incidents, she said people have not forgotten the horrors of CPM rule in Netai, Khejuri, Nandigram or Keshpur. “We have to defeat CPM-BJP-Congress in the Assembly Elections,” she told the TMCP activists. She made it clear their ideology was supreme in Trinamool. “We withdrew support to the Centre when their policies became anti-people,” she added. She also said that a database of TMCP activists in Bengal would be built. Speaking of the development in Bengal in the last four years, the Chairperson said her government had set up 13 colleges in the last four years while Left Front set up only two in 34 years. “There were 31 colleges in Bengal till 2011. In four years we have set up 45 new colleges. There were only 1300 medical seats in Bengal till 2011. We have taken the number up to 2700 in just four years,” she added. She also highlighted the success of Kanyashree while promising that 40 lakh girl students would receive cycles in the coming months. She also took pride in the fact that treatment for cancer, cardiac ailments and Thalassemia is free in the State.",,Positive
p,,,"Trinamool Congress Chairperson Ms Mamata Banerjee today addressed the young party activists belonging to Trinamool Chhatra Parishad at a workshop held at Netaji Indoor Stadium, Kolkata.",,Neutral
p,,,"The Chairperson asked students not to be depressed or upset and follow the 3 D’s for success: Dedication, Devotion, Determination. She said the huge turnout for the workshop today was an inspiration for her.",,Positive
p,,,Class Representatives (CR) owing allegiance to Trinamool Congress Chhatra Parishad in different colleges across the State took part in this programme to take guidance from the senior leadership of the party.,,Neutral
p,,,"Speaking on the occasion, the Chairperson was immersed in nostalgia. “I feel proud to say my initiation in politics was with student activism. Our political career started from grassroots,” she said. She urged students to work for the people and always be by their side.",,Positive
p,,,"Criticising a section of the media for hyping small incidents, she said people have not forgotten the horrors of CPM rule in Netai, Khejuri, Nandigram or Keshpur. “We have to defeat CPM-BJP-Congress in the Assembly Elections,” she told the TMCP activists.",,Negative
